from,to,kat1a_rsd,kat1_rsd,kat2_rsd,kat3_rsd,kat4_rsd,kat1a_eur,kat1_eur,kat2_eur,kat3_eur,kat4_eur
"Vrbas","Sremska Mitrovica",390,780,1170,2330,4670,4,7,10.5,20.5,40.5
"Vrbas","Ruma",360,710,1070,2140,4270,3.5,6.5,9.5,18.5,37
"Vrbas","Pećinci",320,640,960,1920,3840,3.5,6,8.5,17,33.5
"Vrbas","Takovo",520,1040,1560,3120,6240,5,9.5,13.5,27,54
"Vrbas","Preljina jug",580,1160,1740,3480,6950,5.5,10.5,15,30,60
"Vrbas","Obrenovac",250,500,750,1500,3000,2.5,4.5,6.5,13,26
"Vrbas","Ub",320,650,970,1940,3880,3.5,6,8.5,17,34
"Vrbas","Lajkovac",360,720,1090,2170,4350,3.5,6.5,9.5,19,38
"Vrbas","Ljig",430,860,1290,2580,5160,4.5,8,11.5,22.5,44.5
"Vrbas","Merošina",860,1710,2570,5130,10270,8,15,22.5,44.5,88.5
"Vrbas","Niš sever",840,1670,2510,5020,10040,8,14.5,22,43.5,86.5
"Vrbas","Niš istok",860,1710,2570,5130,10260,8,15,22.5,44.5,88.5
"Vrbas","Niš Malča",880,1750,2630,5250,10510,8,15.5,23,45.5,90.5
"Vrbas","Bela Palanka",970,1930,2900,5800,11600,9,17,25,50,99.5
"Vrbas","Pirot zapad",1040,2070,3110,6220,12440,9.5,18,27,53.5,107
"Vrbas","Pirot istok",1070,2140,3210,6430,12860,10,19,28,55.5,110.5
"Vrbas","Čačak (Pakovraće)",610,1220,1830,3660,7310,6,11,16,31.5,63
"Vrbas","Hrtkovci",390,780,1170,2330,4670,4,7,10.5,20.5,40.5
"Vrbas","Šabac",430,850,1280,2560,5120,4.5,7.5,11.5,22.5,44.5
"Vrbas","Kruševac istok",730,1460,2190,4380,8760,7,13,19,38,75.5
"Vrbas","Kruševac zapad",730,1470,2200,4410,8820,7,13,19,38,76
"Vrbas","Koševi",750,1500,2260,4510,9020,7,5.5,19.5,39,77.5
"Vrbas","Velika Drenova",770,1550,2320,4640,9270,7,13.5,20,40,80
"Vrbas","Trstenik",810,1620,2430,4870,9740,7.5,14.5,21,42,84
"Vrbas","Vrnjačka Banja",840,1690,2530,5060,10130,8,15,22,43.5,87
"Vrbas","Lučani",680,1360,2040,4080,8160,6.5,12,18,35.5,70.5
"Vrbas","Prilipac",730,1450,2180,4360,8720,7,13,19,37.5,75
"Vrbas","Vrba",880,1760,2650,5290,10580,8,15.5,23,45.5,91
"Vrbas","Adrani",660,1310,1970,3930,7870,6.5,11.5,17,34,68
"Zmajevo","Subotica",210,420,630,1250,2510,2,4,5.5,11,21.5
"Zmajevo","Žednik",150,310,460,920,1830,1.5,3,4,8,16
"Zmajevo","Bačka Topola",120,240,360,710,1430,1.5,2.5,3.5,6.5,12.5
"Zmajevo","Feketić",60,130,190,380,750,1,1.5,2,3.5,6.5
"Zmajevo","Vrbas",40,70,110,210,420,0.5,1,1,2,4
"Zmajevo","Novi Sad",40,90,130,270,540,0.5,1,1.5,2.5,5
"Zmajevo","Kovilj",100,200,290,590,1170,1,2,2.5,5.5,10
"Zmajevo","Beška",140,280,420,850,1700,1.5,2.5,4,7.5,15
"Zmajevo","Inđija",170,330,500,1000,2000,1.5,3,4.5,9,17.5
"Zmajevo","Beograd",210,430,640,1290,2580,2,4,5.5,11.5,22.5
"Zmajevo","Mali Požarevac",260,530,790,1590,3190,2.5,5,7,14.5,28
"Zmajevo","Umčari",280,570,840,1700,3400,3,5.5,7.5,15.5,30
"Zmajevo","Vodanj",290,600,890,1800,3590,3,5.5,8,16,31.5
"Zmajevo","Kolari",310,630,940,1900,3800,3,6,8.5,17,33
"Zmajevo","Smederevo",330,660,990,1990,3980,3.5,6,8.5,17.5,34.5
"Zmajevo","Požarevac",330,670,1000,2020,4030,3.5,6.5,9,18,35
"Zmajevo","Velika Plana",410,830,1240,2490,4980,4,7.5,11,22,43.5
"Zmajevo","Markovac",440,890,1330,2680,5360,4,8,11.5,23.5,46.5
"Zmajevo","Lapovo",460,930,1390,2780,5570,4.5,8.5,12,24.5,48.5
"Zmajevo","Batočina",470,950,1420,2850,5690,4.5,8.5,12.5,25,49.5
"Zmajevo","Jagodina",530,1070,1600,3200,6410,5,9.5,14,28,55.5
"Zmajevo","Ćuprija",560,1140,1700,3420,6840,5,10.5,15,30,59
"Zmajevo","Paraćin",590,1200,1790,3590,7190,5.5,11,15.5,31.5,62
"Zmajevo","Ćićevac",640,1290,1930,3860,7720,6,11.5,17,33.5,66.5
"Zmajevo","Ražanj",660,1330,2000,4000,8000,6,12,17.5,35,69
"Zmajevo","Aleksinački Rudnici",720,1450,2170,4350,8690,6.5,13,19,38,75
"Zmajevo","Aleksinac",730,1480,2210,4430,8850,6.5,13,19,38.5,76.5
"Zmajevo","Niš jug",800,1610,2410,4830,9660,7.5,14.5,21,42,83
"Zmajevo","Doljevac",840,1700,2540,5100,10200,8,15.5,22.5,44.5,88
"Zmajevo","Brestovac",860,1730,2590,5200,10390,8.5,16,23,45.5,89.5
"Zmajevo","Leskovac centar",880,1770,2650,5320,10630,8.5,16,23.5,46.5,91.5
"Zmajevo","Leskovac jug",920,1860,2780,5580,11160,9,17,24.5,48.5,96
"Zmajevo","Grdelica",960,1920,2880,5760,11530,9,17.5,25.5,50,99
"Zmajevo","Predejane",1000,2010,3010,6030,12060,9.5,18,26.5,52.5,104
"Zmajevo","Vladičin Han",1070,2150,3220,6450,12900,10,19.5,28,56,111
"Zmajevo","Vranje",1130,2280,3410,6830,13670,10.5,20.5,30,59.5,117.5
"Zmajevo","Bujanovac sever",1170,2350,3520,7060,14120,11,21,30.5,61.5,121.5
"Zmajevo","Bujanovac jug",1180,2370,3560,7120,14240,11,21,31,62,122.5
"Zmajevo","Preševo",1240,2490,3720,7460,14920,11.5,22.5,32.5,64.5,128
"Zmajevo","Dimitrovgrad",1110,2230,3350,6700,13410,10,19.5,29,58,115.5
"Zmajevo","Šid",470,950,1420,2850,5700,4.5,8.5,12.5,25,49.5
"Zmajevo","Adaševci",210,430,640,1290,2580,2,4,5.5,11.5,22.5
"Zmajevo","Kuzmin",410,830,1230,2480,4950,4,7.5,11,22,43
"Zmajevo","Sremska Mitrovica",350,710,1060,2120,4250,3.5,6.5,9.5,19,37
"Zmajevo","Ruma",320,640,960,1930,3850,3,6,8.5,17,33.5
"Zmajevo","Pećinci",280,570,850,1710,3420,3,5.5,7.5,15.5,30
"Zmajevo","Takovo",480,970,1450,2910,5820,4.5,9,12.5,25.5,50.5
"Zmajevo","Preljina jug",540,1090,1630,3270,6530,5,10,14,28.5,56.5
"Zmajevo","Obrenovac",210,430,640,1290,2580,2,4,5.5,11.5,22.5
"Zmajevo","Ub",280,580,860,1730,3460,3,5.5,7.5,15.5,30.5
"Zmajevo","Lajkovac",320,650,980,1960,3930,3,6,8.5,17.5,34.5
"Zmajevo","Ljig",390,790,1180,2370,4740,4,7.5,10.5,21,41
"Zmajevo","Merošina",820,1640,2460,4920,9850,7.5,14.5,21.5,43,85
"Zmajevo","Niš sever",800,1600,2400,4810,9620,7.5,14,21,42,83
"Zmajevo","Niš istok",820,1640,2460,4920,9840,7.5,14.5,21.5,43,85
"Zmajevo","Niš Malča",840,1680,2520,5040,10090,7.5,15,22,44,87
"Zmajevo","Bela Palanka",930,1860,2790,5590,11180,8.5,16.5,24,48.5,96
"Zmajevo","Pirot zapad",1000,2000,3000,6010,12020,9,17.5,26,52,103.5
"Zmajevo","Pirot istok",1030,2070,3100,6220,12440,9.5,18.5,27,54,107
"Zmajevo","Čačak (Pakovraće)",570,1150,1720,3450,6890,5.5,10.5,15,30,59.5
"Zmajevo","Hrtkovci",350,710,1060,2120,4250,3.5,6.5,9.5,19,37
"Zmajevo","Šabac",390,780,1170,2350,4700,4,7,10.5,21,41
"Zmajevo","Kruševac istok",690,1390,2080,4170,8340,6.5,12.5,18,36.5,72
"Zmajevo","Kruševac zapad",690,1400,2090,4200,8400,6.5,12.5,18,36.5,72.5
"Zmajevo","Koševi",710,1430,2150,4300,8600,6.5,5,18.5,37.5,74
"Zmajevo","Velika Drenova",730,1480,2210,4430,8850,6.5,13,19,38.5,76.5
"Zmajevo","Trstenik",770,1550,2320,4660,9320,7,14,20,40.5,80.5
"Zmajevo","Vrnjačka Banja",800,1620,2420,4850,9710,7.5,14.5,21,42,83.5
"Zmajevo","Lučani",640,1290,1930,3870,7740,6,11.5,17,34,67
"Zmajevo","Prilipac",690,1380,2070,4150,8300,6.5,12.5,18,36,71.5
"Zmajevo","Vrba",840,1690,2540,5080,10160,7.5,15,22,44,87.5
"Zmajevo","Adrani",620,1240,1860,3720,7450,6,11,16,32.5,64.5
"Novi Sad","Subotica",250,510,760,1520,3050,2.5,4.5,6.5,13,26.5
"Novi Sad","Žednik",200,390,590,1180,2370,2,3.5,5.5,10.5,20.5
"Novi Sad","Bačka Topola",160,330,490,980,1960,1.5,3,4.5,8.5,17
"Novi Sad","Feketić",110,210,320,640,1290,1,2,3,5.5,11.5
"Novi Sad","Vrbas",80,160,240,480,960,1,1.5,2.5,4.5,8.5
"Novi Sad","Zmajevo",40,90,130,270,540,0.5,1,1.5,2.5,5
"Novi Sad","Kovilj",50,110,160,320,630,0.5,1,1.5,3,5.5
"Novi Sad","Beška",100,190,290,580,1160,1,2,2.5,5,10
"Novi Sad","Inđija",120,240,370,730,1460,1.5,2.5,3.5,6.5,12.5
"Novi Sad","Beograd",170,340,510,1020,2040,1.5,3,4.5,9,17.5
"Novi Sad","Mali Požarevac",220,440,660,1320,2650,2,4,6,12,23
"Novi Sad","Umčari",240,480,710,1430,2860,2.5,4.5,6.5,13,25
"Novi Sad","Vodanj",250,510,760,1530,3050,2.5,4.5,7,13.5,26.5
"Novi Sad","Kolari",270,540,810,1630,3260,2.5,5,7.5,14.5,28
"Novi Sad","Smederevo",290,570,860,1720,3440,3,5,7.5,15,29.5
"Novi Sad","Požarevac",290,580,870,1750,3490,3,5.5,8,15.5,30
"Novi Sad","Velika Plana",370,740,1110,2220,4440,3.5,6.5,10,19.5,38.5
"Novi Sad","Markovac",400,800,1200,2410,4820,3.5,7,10.5,21,41.5
"Novi Sad","Lapovo",420,840,1260,2510,5030,4,7.5,11,22,43.5
"Novi Sad","Batočina",430,860,1290,2580,5150,4,7.5,11.5,22.5,44.5
"Novi Sad","Jagodina",490,980,1470,2930,5870,4.5,8.5,13,25.5,50.5
"Novi Sad","Ćuprija",520,1050,1570,3150,6300,4.5,9.5,14,27.5,54
"Novi Sad","Paraćin",550,1110,1660,3320,6650,5,10,14.5,29,57
"Novi Sad","Ćićevac",600,1200,1800,3590,7180,5.5,10.5,16,31,61.5
"Novi Sad","Ražanj",620,1240,1870,3730,7460,5.5,11,16.5,32.5,64
"Novi Sad","Aleksinački Rudnici",680,1360,2040,4080,8150,6,12,18,35.5,70
"Novi Sad","Aleksinac",690,1390,2080,4160,8310,6,12,18,36,71.5
"Novi Sad","Niš jug",760,1520,2280,4560,9120,7,13.5,20,39.5,78
"Novi Sad","Doljevac",800,1610,2410,4830,9660,7.5,14.5,21.5,42,83
"Novi Sad","Brestovac",820,1640,2460,4930,9850,8,15,22,43,84.5
"Novi Sad","Leskovac centar",840,1680,2520,5050,10090,8,15,22.5,44,86.5
"Novi Sad","Leskovac jug",880,1770,2650,5310,10620,8.5,16,23.5,46,91
"Novi Sad","Grdelica",920,1830,2750,5490,10990,8.5,16.5,24.5,47.5,94
"Novi Sad","Predejane",960,1920,2880,5760,11520,9,17,25.5,50,99
"Novi Sad","Vladičin Han",1030,2060,3090,6180,12360,9.5,18.5,27,53.5,106
"Novi Sad","Vranje",1090,2190,3280,6560,13130,10,19.5,29,57,112.5
"Novi Sad","Bujanovac sever",1130,2260,3390,6790,13580,10.5,20,29.5,59,116.5
"Novi Sad","Bujanovac jug",1140,2280,3430,6850,13700,10.5,20,30,59.5,117.5
"Novi Sad","Preševo",1200,2400,3590,7190,14380,11,21.5,31.5,62,123
"Novi Sad","Dimitrovgrad",1070,2140,3220,6430,12870,9.5,18.5,28,55.5,110.5
"Novi Sad","Šid",430,860,1290,2580,5160,4,7.5,11.5,22.5,44.5
"Novi Sad","Adaševci",170,340,510,1020,2040,1.5,3,4.5,9,17.5
"Novi Sad","Kuzmin",370,740,1100,2210,4410,3.5,6.5,10,19.5,38
"Novi Sad","Sremska Mitrovica",310,620,930,1850,3710,3,5.5,8.5,16.5,32
"Novi Sad","Ruma",280,550,830,1660,3310,2.5,5,7.5,14.5,28.5
"Novi Sad","Pećinci",240,480,720,1440,2880,2.5,4.5,6.5,13,25
"Novi Sad","Takovo",440,880,1320,2640,5280,4,8,11.5,23,45.5
"Novi Sad","Preljina jug",500,1000,1500,3000,5990,4.5,9,13,26,51.5
"Novi Sad","Obrenovac",170,340,510,1020,2040,1.5,3,4.5,9,17.5
"Novi Sad","Ub",240,490,730,1460,2920,2.5,4.5,6.5,13,25.5
"Novi Sad","Lajkovac",280,560,850,1690,3390,2.5,5,7.5,15,29.5
"Novi Sad","Ljig",350,700,1050,2100,4200,3.5,6.5,9.5,18.5,36
"Novi Sad","Merošina",780,1550,2330,4650,9310,7,13.5,20.5,40.5,80
"Novi Sad","Niš sever",760,1510,2270,4540,9080,7,13,20,39.5,78
"Novi Sad","Niš istok",780,1550,2330,4650,9300,7,13.5,20.5,40.5,80
"Novi Sad","Niš Malča",800,1590,2390,4770,9550,7,14,21,41.5,82
"Novi Sad","Bela Palanka",890,1770,2660,5320,10640,8,15.5,23,46,91
"Novi Sad","Pirot zapad",960,1910,2870,5740,11480,8.5,16.5,25,49.5,98.5
"Novi Sad","Pirot istok",990,1980,2970,5950,11900,9,17.5,26,51.5,102
"Novi Sad","Čačak (Pakovraće)",530,1060,1590,3180,6350,5,9.5,14,27.5,54.5
"Novi Sad","Hrtkovci",310,620,930,1850,3710,3,5.5,8.5,16.5,32
"Novi Sad","Šabac",350,690,1040,2080,4160,3.5,6,9.5,18.5,36
"Novi Sad","Kruševac istok",650,1300,1950,3900,7800,6,11.5,17,34,67
"Novi Sad","Kruševac zapad",650,1310,1960,3930,7860,6,11.5,17,34,67.5
"Novi Sad","Koševi",670,1340,2020,4030,8060,6,4,17.5,35,69
"Novi Sad","Velika Drenova",690,1390,2080,4160,8310,6,12,18,36,71.5
"Novi Sad","Trstenik",730,1460,2190,4390,8780,6.5,13,19,38,75.5
"Novi Sad","Vrnjačka Banja",760,1530,2290,4580,9170,7,13.5,20,39.5,78.5
"Novi Sad","Lučani",600,1200,1800,3600,7200,5.5,10.5,16,31.5,62
"Novi Sad","Prilipac",650,1290,1940,3880,7760,6,11.5,17,33.5,66.5
"Novi Sad","Vrba",800,1600,2410,4810,9620,7,14,21,41.5,82.5
"Novi Sad","Adrani",580,1150,1730,3450,6910,5.5,10,15,30,59.5
"Kovilj","Subotica",310,610,920,1840,3680,3,5.5,8,16,31.5
"Kovilj","Žednik",250,500,750,1500,3000,2.5,4.5,6.5,13,26
"Kovilj","Bačka Topola",220,430,650,1300,2600,2,4,6,11.5,22.5
"Kovilj","Feketić",160,320,480,960,1920,1.5,3,4.5,8.5,16.5
"Kovilj","Vrbas",130,270,400,800,1590,1.5,2.5,3.5,7,14
"Kovilj","Zmajevo",100,200,290,590,1170,1,2,2.5,5.5,10
"Kovilj","Novi Sad",50,110,160,320,630,0.5,1,1.5,3,5.5
"Kovilj","Beška",40,90,130,260,530,0.5,1,1.5,2.5,5
"Kovilj","Inđija",70,140,210,410,830,1,1.5,2,4,7.5
"Kovilj","Beograd",120,230,350,700,1410,1.5,2,3,6,12.5
"Kovilj","Mali Požarevac",170,330,500,1000,2020,2,3,4.5,9,18
"Kovilj","Umčari",190,370,550,1110,2230,2.5,3.5,5,10,20
"Kovilj","Vodanj",200,400,600,1210,2420,2.5,3.5,5.5,10.5,21.5
"Kovilj","Kolari",220,430,650,1310,2630,2.5,4,6,11.5,23
"Kovilj","Smederevo",240,460,700,1400,2810,3,4,6,12,24.5
"Kovilj","Požarevac",240,470,710,1430,2860,3,4.5,6.5,12.5,25
"Kovilj","Velika Plana",320,630,950,1900,3810,3.5,5.5,8.5,16.5,33.5
"Kovilj","Markovac",350,690,1040,2090,4190,3.5,6,9,18,36.5
"Kovilj","Lapovo",370,730,1100,2190,4400,4,6.5,9.5,19,38.5
"Kovilj","Batočina",380,750,1130,2260,4520,4,6.5,10,19.5,39.5
"Kovilj","Jagodina",440,870,1310,2610,5240,4.5,7.5,11.5,22.5,45.5
"Kovilj","Ćuprija",470,940,1410,2830,5670,4.5,8.5,12.5,24.5,49
"Kovilj","Paraćin",500,1000,1500,3000,6020,5,9,13,26,52
"Kovilj","Ćićevac",550,1090,1640,3270,6550,5.5,9.5,14.5,28,56.5
"Kovilj","Ražanj",570,1130,1710,3410,6830,5.5,10,15,29.5,59
"Kovilj","Aleksinački Rudnici",630,1250,1880,3760,7520,6,11,16.5,32.5,65
"Kovilj","Aleksinac",640,1280,1920,3840,7680,6,11,16.5,33,66.5
"Kovilj","Niš jug",710,1410,2120,4240,8490,7,12.5,18.5,36.5,73
"Kovilj","Doljevac",750,1500,2250,4510,9030,7.5,13.5,20,39,78
"Kovilj","Brestovac",770,1530,2300,4610,9220,8,14,20.5,40,79.5
"Kovilj","Leskovac centar",790,1570,2360,4730,9460,8,14,21,41,81.5
"Kovilj","Leskovac jug",830,1660,2490,4990,9990,8.5,15,22,43,86
"Kovilj","Grdelica",870,1720,2590,5170,10360,8.5,15.5,23,44.5,89
"Kovilj","Predejane",910,1810,2720,5440,10890,9,16,24,47,94
"Kovilj","Vladičin Han",980,1950,2930,5860,11730,9.5,17.5,25.5,50.5,101
"Kovilj","Vranje",1040,2080,3120,6240,12500,10,18.5,27.5,54,107.5
"Kovilj","Bujanovac sever",1080,2150,3230,6470,12950,10.5,19,28,56,111.5
"Kovilj","Bujanovac jug",1090,2170,3270,6530,13070,10.5,19,28.5,56.5,112.5
"Kovilj","Preševo",1150,2290,3430,6870,13750,11,20.5,30,59,118
"Kovilj","Dimitrovgrad",1020,2030,3060,6110,12240,9.5,17.5,26.5,52.5,105.5
"Kovilj","Šid",380,750,1130,2260,4530,4,6.5,10,19.5,39.5
"Kovilj","Adaševci",120,230,350,700,1410,1.5,2,3,6,12.5
"Kovilj","Kuzmin",320,630,940,1890,3780,3.5,5.5,8.5,16.5,33
"Kovilj","Sremska Mitrovica",260,510,770,1530,3080,3,4.5,7,13.5,27
"Kovilj","Ruma",230,440,670,1340,2680,2.5,4,6,11.5,23.5
"Kovilj","Pećinci",190,370,560,1120,2250,2.5,3.5,5,10,20
"Kovilj","Takovo",390,770,1160,2320,4650,4,7,10,20,40.5
"Kovilj","Preljina jug",450,890,1340,2680,5360,4.5,8,11.5,23,46.5
"Kovilj","Obrenovac",120,230,350,700,1410,1.5,2,3,6,12.5
"Kovilj","Ub",190,380,570,1140,2290,2.5,3.5,5,10,20.5
"Kovilj","Lajkovac",230,450,690,1370,2760,2.5,4,6,12,24.5
"Kovilj","Ljig",300,590,890,1780,3570,3.5,5.5,8,15.5,31
"Kovilj","Merošina",730,1440,2170,4330,8680,7,12.5,19,37.5,75
"Kovilj","Niš sever",710,1400,2110,4220,8450,7,12,18.5,36.5,73
"Kovilj","Niš istok",730,1440,2170,4330,8670,7,12.5,19,37.5,75
"Kovilj","Niš Malča",750,1480,2230,4450,8920,7,13,19.5,38.5,77
"Kovilj","Bela Palanka",840,1660,2500,5000,10010,8,14.5,21.5,43,86
"Kovilj","Pirot zapad",910,1800,2710,5420,10850,8.5,15.5,23.5,46.5,93.5
"Kovilj","Pirot istok",940,1870,2810,5630,11270,9,16.5,24.5,48.5,97
"Kovilj","Čačak (Pakovraće)",480,950,1430,2860,5720,5,8.5,12.5,24.5,49.5
"Kovilj","Hrtkovci",260,510,770,1530,3080,3,4.5,7,13.5,27
"Kovilj","Šabac",300,580,880,1760,3530,3.5,5,8,15.5,31
"Kovilj","Kruševac istok",600,1190,1790,3580,7170,6,10.5,15.5,31,62
"Kovilj","Kruševac zapad",600,1200,1800,3610,7230,6,10.5,15.5,31,62.5
"Kovilj","Koševi",620,1230,1860,3710,7430,6,3,16,32,64
"Kovilj","Velika Drenova",640,1280,1920,3840,7680,6,11,16.5,33,66.5
"Kovilj","Trstenik",680,1350,2030,4070,8150,6.5,12,17.5,35,70.5
"Kovilj","Vrnjačka Banja",710,1420,2130,4260,8540,7,12.5,18.5,36.5,73.5
"Kovilj","Lučani",550,1090,1640,3280,6570,5.5,9.5,14.5,28.5,57
"Kovilj","Prilipac",600,1180,1780,3560,7130,6,10.5,15.5,30.5,61.5
"Kovilj","Vrba",750,1490,2250,4490,8990,7,13,19.5,38.5,77.5
"Kovilj","Adrani",530,1040,1570,3130,6280,5.5,9,13.5,27,54.5
"Beška","Subotica",350,700,1050,2100,4210,3,6,9,18,36
"Beška","Žednik",290,590,880,1770,3530,2.5,5.5,8,15.5,30.5
"Beška","Bačka Topola",260,520,780,1560,3130,2.5,4.5,7,13.5,27
"Beška","Feketić",200,410,610,1230,2450,2,4,5.5,11,21
"Beška","Vrbas",180,350,530,1060,2120,2,3,5,9.5,18.5
"Beška","Zmajevo",140,280,420,850,1700,1.5,2.5,4,7.5,15
"Beška","Novi Sad",100,190,290,580,1160,1,2,2.5,5,10
"Beška","Kovilj",40,90,130,260,530,0.5,1,1.5,2.5,5
"Beška","Inđija",30,50,80,150,300,0.5,0.5,1,1.5,3
"Beška","Beograd",70,150,220,440,880,1,1.5,2,4,8
"Beška","Mali Požarevac",120,250,370,740,1490,1.5,2.5,3.5,7,13.5
"Beška","Umčari",140,290,420,850,1700,2,3,4,8,15.5
"Beška","Vodanj",150,320,470,950,1890,2,3,4.5,8.5,17
"Beška","Kolari",170,350,520,1050,2100,2,3.5,5,9.5,18.5
"Beška","Smederevo",190,380,570,1140,2280,2.5,3.5,5,10,20
"Beška","Požarevac",190,390,580,1170,2330,2.5,4,5.5,10.5,20.5
"Beška","Velika Plana",270,550,820,1640,3280,3,5,7.5,14.5,29
"Beška","Markovac",300,610,910,1830,3660,3,5.5,8,16,32
"Beška","Lapovo",320,650,970,1930,3870,3.5,6,8.5,17,34
"Beška","Batočina",330,670,1000,2000,3990,3.5,6,9,17.5,35
"Beška","Jagodina",390,790,1180,2350,4710,4,7,10.5,20.5,41
"Beška","Ćuprija",420,860,1280,2570,5140,4,8,11.5,22.5,44.5
"Beška","Paraćin",450,920,1370,2740,5490,4.5,8.5,12,24,47.5
"Beška","Ćićevac",500,1010,1510,3010,6020,5,9,13.5,26,52
"Beška","Ražanj",520,1050,1580,3150,6300,5,9.5,14,27.5,54.5
"Beška","Aleksinački Rudnici",580,1170,1750,3500,6990,5.5,10.5,15.5,30.5,60.5
"Beška","Aleksinac",590,1200,1790,3580,7150,5.5,10.5,15.5,31,62
"Beška","Niš jug",660,1330,1990,3980,7960,6.5,12,17.5,34.5,68.5
"Beška","Doljevac",700,1420,2120,4250,8500,7,13,19,37,73.5
"Beška","Brestovac",720,1450,2170,4350,8690,7.5,13.5,19.5,38,75
"Beška","Leskovac centar",740,1490,2230,4470,8930,7.5,13.5,20,39,77
"Beška","Leskovac jug",780,1580,2360,4730,9460,8,14.5,21,41,81.5
"Beška","Grdelica",820,1640,2460,4910,9830,8,15,22,42.5,84.5
"Beška","Predejane",860,1730,2590,5180,10360,8.5,15.5,23,45,89.5
"Beška","Vladičin Han",930,1870,2800,5600,11200,9,17,24.5,48.5,96.5
"Beška","Vranje",990,2000,2990,5980,11970,9.5,18,26.5,52,103
"Beška","Bujanovac sever",1030,2070,3100,6210,12420,10,18.5,27,54,107
"Beška","Bujanovac jug",1040,2090,3140,6270,12540,10,18.5,27.5,54.5,108
"Beška","Preševo",1100,2210,3300,6610,13220,10.5,20,29,57,113.5
"Beška","Dimitrovgrad",970,1950,2930,5850,11710,9,17,25.5,50.5,101
"Beška","Šid",330,670,1000,2000,4000,3.5,6,9,17.5,35
"Beška","Adaševci",70,150,220,440,880,1,1.5,2,4,8
"Beška","Kuzmin",270,550,810,1630,3250,3,5,7.5,14.5,28.5
"Beška","Sremska Mitrovica",210,430,640,1270,2550,2.5,4,6,11.5,22.5
"Beška","Ruma",180,360,540,1080,2150,2,3.5,5,9.5,19
"Beška","Pećinci",140,290,430,860,1720,2,3,4,8,15.5
"Beška","Takovo",340,690,1030,2060,4120,3.5,6.5,9,18,36
"Beška","Preljina jug",400,810,1210,2420,4830,4,7.5,10.5,21,42
"Beška","Obrenovac",70,150,220,440,880,1,1.5,2,4,8
"Beška","Ub",140,300,440,880,1760,2,3,4,8,16
"Beška","Lajkovac",180,370,560,1110,2230,2,3.5,5,10,20
"Beška","Ljig",250,510,760,1520,3040,3,5,7,13.5,26.5
"Beška","Merošina",680,1360,2040,4070,8150,6.5,12,18,35.5,70.5
"Beška","Niš sever",660,1320,1980,3960,7920,6.5,11.5,17.5,34.5,68.5
"Beška","Niš istok",680,1360,2040,4070,8140,6.5,12,18,35.5,70.5
"Beška","Niš Malča",700,1400,2100,4190,8390,6.5,12.5,18.5,36.5,72.5
"Beška","Bela Palanka",790,1580,2370,4740,9480,7.5,14,20.5,41,81.5
"Beška","Pirot zapad",860,1720,2580,5160,10320,8,15,22.5,44.5,89
"Beška","Pirot istok",890,1790,2680,5370,10740,8.5,16,23.5,46.5,92.5
"Beška","Čačak (Pakovraće)",430,870,1300,2600,5190,4.5,8,11.5,22.5,45
"Beška","Hrtkovci",210,430,640,1270,2550,2.5,4,6,11.5,22.5
"Beška","Šabac",250,500,750,1500,3000,3,4.5,7,13.5,26.5
"Beška","Kruševac istok",550,1110,1660,3320,6640,5.5,10,14.5,29,57.5
"Beška","Kruševac zapad",550,1120,1670,3350,6700,5.5,10,14.5,29,58
"Beška","Koševi",570,1150,1730,3450,6900,5.5,2.5,15,30,59.5
"Beška","Velika Drenova",590,1200,1790,3580,7150,5.5,10.5,15.5,31,62
"Beška","Trstenik",630,1270,1900,3810,7620,6,11.5,16.5,33,66
"Beška","Vrnjačka Banja",660,1340,2000,4000,8010,6.5,12,17.5,34.5,69
"Beška","Lučani",500,1010,1510,3020,6040,5,9,13.5,26.5,52.5
"Beška","Prilipac",550,1100,1650,3300,6600,5.5,10,14.5,28.5,57
"Beška","Vrba",700,1410,2120,4230,8460,6.5,12.5,18.5,36.5,73
"Beška","Adrani",480,960,1440,2870,5750,5,8.5,12.5,25,50
"Maradik","Inđija",10,30,40,80,160,0.5,0.5,0.5,1,1.5
"Maradik","Beograd",60,120,180,370,730,1,1.5,2,3.5,6.5
"Maradik","Mali Požarevac",110,220,330,670,1340,1.5,2.5,3.5,6.5,12
"Maradik","Umčari",130,260,380,780,1550,2,3,4,7.5,14
"Maradik","Vodanj",140,290,430,880,1740,2,3,4.5,8,15.5
"Maradik","Kolari",160,320,480,980,1950,2,3.5,5,9,17
"Maradik","Smederevo",180,350,530,1070,2130,2.5,3.5,5,9.5,18.5
"Maradik","Požarevac",180,360,540,1100,2180,2.5,4,5.5,10,19
"Maradik","Velika Plana",260,520,780,1570,3130,3,5,7.5,14,27.5
"Maradik","Markovac",290,580,870,1760,3510,3,5.5,8,15.5,30.5
"Maradik","Lapovo",310,620,930,1860,3720,3.5,6,8.5,16.5,32.5
"Maradik","Batočina",320,640,960,1930,3840,3.5,6,9,17,33.5
"Maradik","Jagodina",380,760,1140,2280,4560,4,7,10.5,20,39.5
"Maradik","Ćuprija",410,830,1240,2500,4990,4,8,11.5,22,43
"Maradik","Paraćin",440,890,1330,2670,5340,4.5,8.5,12,23.5,46
"Maradik","Ćićevac",490,980,1470,2940,5870,5,9,13.5,25.5,50.5
"Maradik","Ražanj",510,1020,1540,3080,6150,5,9.5,14,27,53
